,key,cnt
681,千万不要 把我甩在 你身后边,2
682,我和你要去闻闻新鲜的春天,2
683,感受阳光洒落肩上的夏天,2
684,整个世界涂着金色的秋天,2
361,！,2
685,飘雪的冬天,2
367,十个月？,2
368,石油佬,2
275,哇,2
740,88888,2
794,突！,2
725,【请不要说我想象】,2
296,消えない後悔と 冷めない愛情が，,2
74,无糖狗都不喝,2
25,早,2
563,【航行一万三千海里】,2
558,【只要一些心电感应】,2
564,【在你最孤单思念的夜晚】,2
557,【喜欢是惬意的事情】,2
63,？？？？？？？？？？？,2
871,隔壁见,2
579,【调和最新鲜的情绪】,2
565,【敲开门 送给你】,2
456,【醉了睡了醒了再向前走】,2
120,?,2
528,还绿了芭蕉】,2
560,【做一份微甜巧克力】,2
527,【桃之夭夭,2
94,给你一拳,2
23,露露露露我爱你,2
887,88888888888,2
886,88,2
16,来了,2
13,吃我一锤,2
820,去吧去吧,2
460,【笑过以后就能越挫越勇】,2
506,【少年你莫要归心太早】,2
872,8888,2
512,【少年的心儿永不老】,2
511,【花绽了新红也会凋】,2
505,【在这桃花源里蹦蹦跳跳】,2
664,偷偷亲一口露露，啊！好甜！,1
663,好听~,1
665,“膨胀”,1
667,《遇见你的时候所有星星都落在我头上》,1
666,几天没来，背景换了,1
546,主播中文学得真快,1
549,“侠义的事情”,1
662,艾露露太“可爱”了,1
661,”狂“,1
547,文化沙漠,1
660,“吃我一拳”,1
659,我似一紫猫，快乐的sing猫,1
548,侠义是吧,1
545,先休息一下嗓子叭，露露|･ω･｀),1
550,侠义是吧，懂了，这是水泊梁山,1
658,"""笑""",1
551,小胸毛你好,1
657,好汀,1
656,【屑】,1
655,我不要猫咪，要熊妹,1
552,国民性存疑,1
668,ε=ε=(ノ≧∇≦)ノ,1
598,【潮湿的心情】,1
544,。。,1
530,【此中不足为那外人道】,1
536,【呜~~~快跟桃花儿聊一聊】,1
535,【呜~~~在这桃花源里蹦蹦跳跳】,1
534,【啦~~~~~~~~】,1
533,熊妹晚上好,1
532,hhhh,1
531,\艾露露/\艾露露/\艾露露/,1
529,【雨来也要学那月儿笑】,1
543,点歌：另外几首新歌,1
689,就是我可以遇见的最大的惊艳,1
524,【云儿它也等到风来了】,1
523,【月儿它总是开呀怀儿笑】,1
522,猝不及防被背刺了,1
517,【我要划着桨儿水中摇】,1
513,桃花笑啊,1
537,好孩子 ,1
538,点歌 绝绝子小火车,1
680,我们还要 走很长的时间,1
539,露露露露露露露露露露露露露露露露露露,1
679,有没有暂停键可以stop,1
678,\艾露露∧可爱∧艾露露∧可爱/,1
540,好听 ,1
677,你的声音在绕 还带自动循环特效,1
676,就快要 受不了,1
541,好听啊,1
675,戴斯ki,1
674,你的眼睛会笑 我望着就中了毒药,1
673,诶呀 我有什么办法也叫你神魂颠倒,1
671,我可不可以用一个拥抱 还你,1
670,你给我了一个微笑,1
542,要求居然这么高,1
669,露露今天好甜啊,1
672,你让我又心跳,1
652,很喜欢,1
553,晚上好啊,1
554,放空时会偶尔偷偷看我那的天气,1
578,(￣3￣),1
577,【新鲜的滋味 尝过再回我简讯】,1
576,【突然尝试新配比 食谱翻新】,1
575,【但他们不知道 思念可以无忧无虑】,1
574,【朋友提出的问题 有些让人担心】,1
573,【想听听你的建议 有些时差没关系】,1
572,【粉色山道蓝色城堡 哪一个才行】,1
571,原曲不使用,1
570,【虽然没有时间去 心里还是愈发憧憬】,1
618,好想赖在早晨被窝里,1
569,防伪认证,1
619,最好还有你,1
620,夜晚也有你,1
568,【偷些时间 我们看别人的旅行】,1
621,陪我数星星,1
580,【如果在星期天投递】,1
581,【从世界另一端投递】,1
590,我的输入法居然打不出qianyi,1
693,为什么会一见到你就丢掉大脑,1
599,【每到冬天就怀疑】,1
600,【对寒冷的畏惧】,1
601,到底来源于,1
602,yh歌回,1
596,hanser！,1
603,习惯还是你,1
606,看你温柔对我笑,1
591,牛哇,1
607,却不想让你知道,1
595,【不理会天气】,1
594,【好想赖在你温暖怀里】,1
610,\全♡世♡界♡最♡可♡爱♡的♡桃♡桃/,1
593,你滴露王,1
592,熊猫咪,1
622,每到冬天就怀疑,1
623,是梦还是天意,1
624,时常想起你,1
556,【每一天醒来查收跨洋的简讯】,1
559,调和最新鲜的情绪【】,1
642,好听好听,1
643,甜！,1
644,那叫括号啊妹,1
645,舌甘！,1
647,【艾露露太可爱了】,1
648,太可爱了,1
639,\福根/\福根/\福根/\福根/\福根/,1
649,“艾露露太臭了”,1
650,露露今天的甜度超标了！！！！,1
651,【可爱】【狂】,1
597,【窗外下着雨】,1
653,今天的露，够齁,1
555,【各自忙碌或冷清 不必在意】,1
641,窝草，能发表情包？？,1
562,如果在星期天投递,1
625,给予的关心,1
632,你全不知道,1
626,需要在你的怀抱,1
627,看不到你对我笑,1
628,食欲也变得不妙,1
629,留下隐秘的记号,1
630,小心翼翼等你找,1
631,嘴角上扬着微笑,1
567,打嗝好耶,1
638,包含我多少心跳,1
633,陷入了苦恼,1
634,\福根/\福根/\福根/\福根/,1
635,将思念藏入暗号,1
566,???????/,1
636,化成一句喵喵喵,1
637,猜猜这句话,1
605,只想在你的怀抱,1
0,⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,1
694,你知道我很淡定的,1
866,福根你带我走吧,1
842,弄好身体啥都行！,1
843,随便你吧,1
844,最喜欢听艾露露唱歌啦~~~,1
845,耐久真就算了嗓子重要,1
846,多休息，不耐不耐,1
847,行！很难不行,1
848,“好耶”,1
849,我觉得你哪天所有歌都不拉胯比耐久好,1
850,敢播敢看,1
851,好耶，最喜欢艾露露了,1
852,好呀好呀  最喜欢听小胸毛唱歌了,1
853,行 啊啊啊,1
854,最喜欢爱露露唱歌了,1
855,ε(*´･ω･)з,1
856,还要个舰长,1
857,嗯好的,1
858,还有,1
859,要不就开着吧,1
860,好耶，最喜欢看露露下播了,1
861,露露唱歌真的好听,1
862,谢谢小柔小姐的舰长,1
863,这么多狗子？,1
864,乐了,1
841,不行不行不行！！！！,1
840,"""好耶“",1
839,好耶好耶艾露露！最喜欢耐久唱歌了！,1
825,什么去了,1
814,早该突突了,1
815,身体健康就好啦！,1
816,加油终于去医院了,1
817,终于肯去了,1
818,多喝热水,1
819,赶紧去啊,1
821,老板糊涂啊,1
822,我永远喜欢艾露露(´∀｀)♡,1
823,不要搞什么耐久回,1
824,？？？？,1
827,又在说什么怪话,1
838,彳亍,1
828,白白，可爱的露露！(｡･ω･｡)ﾉ♡,1
829,不行不行不行,1
830,一会儿见,1
831,吃我一拳,1
832,好！,1
833,不行不行,1
834,不行,1
835,旺季了这下子,1
836,耐久不行,1
837,什么样的,1
865,888888,1
867,加油露露,1
695,为什么现在睡着觉都还在偷笑,1
868,拜拜拜拜,1
900,靠，抢女人？,1
901,争点气,1
902,OKOK,1
903,会一直陪你的,1
904,白白！,1
905,抢女人太可以了,1
906,那我走,1
907,我才来,1
908,ok,1
909,强女人是吧,1
910,抢个好的,1
911,（￣▽￣）,1
912,莫名泪目,1
913,好的,1
914,？好好好,1
915,可惜不是你,1
916,抢不到女人记得回来抢男人,1
917,陪你到老,1
918,多抢几个,1
919,都抢过来,1
920,|･ω･｀)？,1
921,总榜9,1
922,抢多点,1
899,光速下播,1
898,可以,1
897,呜呜,1
881,摸摸去吧mua,1
869,快去,1
870,去吧,1
873,赶紧去,1
874,加油啊,1
875,只需要彩排半小时,1
876,好耶好耶,1
877,争取抢个女人回来,1
878,露露你带我走吧！,1
879,去吧去啊吧,1
880,刚来就走,1
882,联动加油,1
896,太可以了,1
883,三阳开泰,1
884,8888888,1
885,等会见,1
888,886,1
889,你放首歌,1
890,加油，憨熊熊,1
891,加油,1
893,回聊,1
894,88888888888888888,1
895,快去，不要耽误时间了,1
813,好(´-ω-`),1
812,按时吃药,1
811,多歇歇,1
810,露露终于肯去检查身体了！,1
723,【谁叫我们那么爱啊】,1
509,【管他雨打风吹夜潇潇】,1
731,露露测试一下弹幕延迟吧。我这里看着挺大的,1
732,苦情歌王艾露露,1
733,唱的真好啊,1
734,emo了,1
735,感情溢出来了,1
736,人称小伊森,1
737,全是感情,1
738,单身人群收留所，我来惹,1
739,露露测一下弹幕延迟吧，今天感觉有十几秒了,1
741,我听到了孤独,1
742,好听！！,1
744,艾露露别走好吗,1
745,/鼓掌,1
746,\艾璐璐/\艾璐璐/\艾璐璐/\艾璐璐/,1
747,10086,1
748,懂了。露露是1,1
750,我也很开心今天有你在,1
751,露露深情地歌真好听,1
752,三生三世了属于是,1
753,老板要退钱,1
754,我永远喜欢艾露露,1
722,有拼音了，哈哈哈哈哈,1
721,【也不想作罢】,1
720,【一个人闷到慌】,1
706,七点你不是要去相亲吗，一会需要去梳洗打扮下不？紧张不？,1
696,wwwwww,1
697,初见，可爱，单推,1
698,为什么现在变得 oh no 无法思考,1
699,露露小姐我爱你！！！！！,1
700,我们还要 去更大的世界,1
701,不行了，要糖尿病了,1
702,就胜过什么五彩缤纷轰轰烈烈风风火火花天酒地的世界 ,1
703,小拉,1
704,太长了,1
705,好啊，你唱的好啊,1
707,露露今天你的糖份超标了呀！！！！！,1
719,【其实美好不难啊】,1
708,没事，不拉不听,1
709,好~,1
710,哦哦联动是吧,1
711,才8点,1
712,呜呜艾露露你带我走吧,1
713,今晚我会去nbf听你的歌的,1
714,夸夸,1
716,老板大气！,1
717,捡起地上的谎,1
718,【满足了欲望】,1
755,三生三世了,1
756,缘定三生了捏,1
757,那看来是我直播延迟很大了,1
798,终于去医院了宝,1
785,哈哈哈哈哈mua,1
786,不要这样说,1
787,这并不好笑啊,1
788,我不许你笑自己！你只有我可以笑,1
789,还以为你要说养熊人,1
790,艾露露，我爱你,1
792,露露不是揪科！露露是小天使！！！！,1
793,现在礼物都有拼音了,1
795,联动加油！,1
797,不要,1
799,露露  我的露露,1
783,嗯嗯嗯???,1
800,太好了终于能去医院了,1
801,"""狂""",1
802,啊？？？？,1
803,去吧去吧妹妹,1
804,加油！！,1
805,大号的舰长村里的都忘了续了,1
806,宝，听医生话,1
807,mua mua,1
808,去医院好好看看,1
809,太好了你去医院了我哭死了,1
784,福老师别这样,1
782,笑到泪目,1
758,狗宝好憨,1
769,别说了，破防了,1
759,主播不会没人陪着过七夕吧,1
760,宝，我们爱你,1
761,惊了，艾露露记住我名字了,1
762,拽妹我们不是人吗,1
763,奇怪，我发的延迟就很高,1
764,露露今天好清楚,1
765,哈哈,1
766,真实了,1
767,没事，我们也一样,1
768,人间真实,1
770,啊礼物里没有花花,1
781,哈哈哈哈哈,1
771,哭了,1
772,应为飞龙已经被系统遗忘了,1
773,今天有捏,1
774,这不是笑着说出来的话啊,1
775,艾露露可爱,1
776,有点泪目了,1
777,熊友们听到没有,1
778,狗宝你来啦,1
779,单身二十年,1
780,？？？？？,1
510,✋✋✋✋✋✋✋✋,1
462,【功德盒子也只剩下几毛而已】,1
508,【还绿了芭蕉】,1
184,好好好好好好,1
174,艾露露的口红？拿来吧你,1
175,乘福根不注意，偷偷mua一口！,1
176,要一伯块！,1
177,30不够你还要涨价？,1
178,突？,1
179,今天晚上非诚勿扰，有没有什么心仪对象,1
180,我也要续一拳,1
181,蓄意轰拳！,1
182,好耶！！,1
183,今晚是不是还有节目,1
185,5555,1
172,咱省着点用，一会儿还联动呢,1
186,今晚还有联动,1
187,岂可修~,1
188,她急了！,1
189,七点,1
190,别破防,1
191,悠着点,1
192,什么时候说单口相声,1
193,绷,1
195,可惜你是个女儿，不然洒家就可以跟你结拜了,1
196,因为你太温暖,1
173,啵,1
171,喉咙不舒服吗？,1
198,因为你太柔软,1
149,收到,1
138,因为可以促进消费,1
139,情人节1个都不用过捏,1
141,艾露露,1
142,下次应该是在下次,1
143,情人比较多吧,1
144,露露吃饭了吗,1
145,感化？,1
146,网络一线牵珍惜这段缘,1
147,啊！！！下大雨，浑身湿透了,1
148,有分手快乐可以听吗,1
150,直男,1
170,……,1
151,坏了，歌回喝汽水，要拉了,1
152,七夕你不准备给养熊人送礼物吗,1
153,谢谢，但是我是钛合金直男,1
154,改成冲击钢,1
155,口臭,1
156,福根吃我一mua,1
157,三首歌让养熊人转一万八千八红包,1
158,阿nia,1
159,提前尝福根唇膏,1
162,露露露露露露露露露露露露露露露露,1
197,我会再变得坚强一点点,1
199,交换无名指金色的契约,1
136,上次七夕节还是上次,1
249,】,1
239,混响开太大了,1
240,这是福根在告白吗，好耶！,1
241,好的呀,1
242,不小啊,1
243,鉴定一下,1
244,是好的呀,1
245,我觉得声音正常啊,1
246,嗯，包房声音很好,1
247,我这里没问题,1
248,希望露露早日找到另一半捏,1
250,找个专业的人帮你调一下机架吧,1
237,没有,1
251,结果还是自己笨,1
252,喂~~~~~~~,1
253,歪~~~,1
254,歪歪歪，,1
255,露露七夕快乐,1
256,歪歪歪歪歪歪,1
257,七夕快乐！,1
258,我这一直都可以,1
259,汪汪汪是吧？,1
260,dd快乐,1
238,臭臭的露露会喜欢五分钟洗完澡的我吗,1
235,还可以,1
200,好听，露露小姐,1
213,【你是其余所有的一切】,1
201,给彼此岁月,1
202,说好从今以后都牵着手,1
203,因为要走很远,1
205,【你是我万水千山的冒险】,1
206,同传上线了？,1
207,【要找的标记点】,1
209,【你是分割我人生的线】,1
210,【又将他们相连】,1
211,【你是前世千次的回眸】,1
212,【虔诚牵的手】,1
214,【是我的世界】,1
232,【因为要走很远】,1
215,所以请你再闪亮一点点【】,1
217,【尽管我太平凡】,1
218,【我会再变得柔软一点点】,1
219,【因为你太敏感】,1
225,~~,1
226,不管要走多远【】,1
227,【让我再靠近一点点】,1
228,因为你太温暖【】,1
229,【我会再变得坚强一点点】,1
230,【因为你太柔软】,1
137,在上次,1
135,上次七夕的时候还是上次,1
263,在？为什么不去约会,1
52,爽,1
37,福根在不在 福根在不在,1
39,暗中观察,1
40,到今天还没女朋友的的现在一定都没有女朋友吧,1
41,我超 新场景,1
42,露露mua,1
45,早上好中午好晚上好,1
46,266下午好！！,1
47,早啊,1
50,开播啦,1
51,吸一口,1
53,孤寡,1
33,wei，zaima,1
54,下午好啊,1
55,muamua,1
58,露露也不过节吗,1
59,过个屁,1
60,没事是啥说法（）,1
62,祝您也没事,1
64,为什么有事呢,1
65,人铁定出事,1
66,露露我来了,1
67,对呀对呀,1
34,怎么这么早呢,1
32,开门呀,1
71,搁这养生呢,1
12,啦啦啦,1
2,╮(￣▽￣)╭,1
3,(=・ω・=),1
4,。,1
5,(･∀･),1
6,蹲,1
7,我要做艾露露小姐的狗！汪汪汪,1
8,我给露露锤锤腿,1
9,对不起，我是宇航兔,1
10,打不断算我输,1
11,提前开播修声卡,1
14,来了来了来了来了来了来了来了,1
31,露露露露露露露露露露露露露露露露露露露露露露露露露露露露露露,1
17,露露,1
18,咬麻日常,1
19,开始了吗,1
21,来啦来啦,1
22,露露露露露露‘,1
24,露露露露露露露露露露露露露露露露露露露露露,1
26,在？,1
27,露露早,1
28,艾露露我的宝，七夕快乐,1
30,七夕节来到266直播间的熊友一定是单身狗,1
70,嗯?？？？？,1
72,每天啥,1
134,上次七夕节还记得是上次七夕节,1
121,这孩子小嘴真甜,1
108,我爱“我爱你”“可爱”,1
109,我情愿去嘻！,1
110,祝大家年年岁岁有今朝,1
111,[狂],1
112,【我爱你】【狂】,1
113,十年单身,1
115,10个七夕节你都几岁了,1
116,渡过十个七夕节能解锁别的么,1
117,晚上好,1
119,和露露度过七夕可以集章？,1
122,情人节礼物不是送情人的吗？,1
104,就这,1
123,你想当海王？,1
124,喔！！！这么深的山谷肯定不会是单身的,1
125,满十个有什么礼品,1
127,凉了怎么没了,1
128,度过10个召唤肉包,1
129,偷藏肉包是吧,1
130,如何看待七夕节女朋友不送我礼物,1
131,印在头顶吧,1
132,是在上次,1
133,可能是在上次,1
107,很多人问我无糖雪碧甜不甜‘,1
103,我哭了 你呢,1
73,七夕冲不出来了,1
88,为什么不喝无雪碧的糖,1
77,好喝吗,1
78,干杯,1
79,无糖，不干,1
80,无糖雪碧？没有含金量,1
81,冲冲冲,1
82,雪碧也没有 只有可乐,1
83,无糖雪碧那不是冲厕所的？,1
84,露露我要喝你的,1
85,图穷匕见了是,1
87,可是我不单身啊,1
89,你再骂！,1
102,甜,1
90,艾露露和蝎子凑一块吧,1
91,你再骂？,1
93,艾露露，永远单身！,1
95,从小单身也是属于没什么出息了,1
96,我这辈子就跟你过了,1
97,歹毒的发言,1
98,艾露露，下辈子也单身,1
99,【离谱】,1
100,狂,1
101,七夕没什么好送的，那就送你一拳吧,1
261,对对对，我太太太爷爷要的就是这个声音,1
264,今天能唱首《成为别人的女朋友》吗？,1
507,【桃之夭夭】,1
434,吓跑了（￣▽￣）,1
423,同传呢同传,1
424,七夕还在直播啊,1
425,分期呗前夫,1
426,你好温柔,1
427,老板补一下款吧,1
428,尴尬啊 前夫哥 ,1
429,呼叫同传,1
430,前夫哥捏|･ω･｀)？,1
431,来晚了,1
432,【不知最近为什么总是不随心意】,1
436,完了，欠妹妹尾款了,1
421,bad apple？,1
437,坐下望着窗外只会讨厌自己【】,1
438,【无所不能的神明也时常烦闷闹心】,1
439,【我知道讲出来也不会有人相信】,1
440,【凿开石头缝隙只想一个人躲藏】,1
441,【堵上洞口尽管独自哭泣一场】,1
442,【这样狼狈的我怎能实现你的愿望】,1
444,【猜不透也不想去想】,1
445,【但我听说这是我最为珍贵的一个】,1
446,【小特长】,1
447,【多愁善感的我为爱催生出】,1
422,老板，能再补九个月吗,1
420,你好,1
450,草，什么尾款人,1
406,【开心】,1
395,是可爱的小胸毛捏(｡･ω･｡)ﾉ♡,1
396,前夫可能是给歌词插件充值了十个月,1
397,同传准备,1
398,请艾老师控制一下,1
399,【b限】学人话←_←,1
400,你看错了,1
401,中文 1级棒 ,1
402,【笑】,1
404,舰长是真的,1
405,老板还是大气,1
407,v,1
419,我也想上十个月，可是银行卡他说余额不足,1
408,[狂】,1
409,伦飞大次,1
410,小笨蛋,1
412,这不就来了吗（,1
413,现在又不好意思说是我按错了 ,1
414,老板身体健康,1
415,得罪老板了这是,1
416,快点十个月，快点老板,1
417,得罪老板是吧,1
418,【大笑】,1
448,【千百万奇妙的情绪】,1
451,【化作无穷的力量】,1
393,学，都可以学,1
493,【啦啦啦啦啦啦啦】,1
483,【或许有一天谁微笑着抛向你的手心】,1
484,【或许在心里在你身旁】,1
485,【所以说别再祈求太多陪在我的身侧】,1
486,【因为有我的爱温暖整个宇宙】,1
487,【今天钻进被窝明天光芒四射】,1
488,【照亮每个人的心窝】,1
489,【所以说敲锣打鼓都不够敲碗拍桌甩衣袖】,1
490,【直到每一个人都爱整个地球】,1
491,【不管春夏又秋冬无忧无虑到最后】,1
492,【笑着跳着唱着歌一起走】,1
494,屑福根,1
481,【这世界早已埋下太多的希望】,1
495,哈,1
496,不休息一下嗓子嘛|･ω･｀),1
497,【月儿在手中开呀怀儿笑】,1
498,什么大联唱,1
499,【云儿在那眼前睡得早】,1
500,yousa专场,1
501,【春风吹不倒】,1
502,因为y,1
503,【我的杨柳腰】,1
504,疯狂连唱,1
482,【藏在了重复的孤单又无趣的日常】,1
480,【不管下雨又刮风泥巴路上花一朵】,1
452,【所以说别向我祈求太多和神明吵闹一宿】,1
466,【无人使唤的我端坐在雨中故作淡定】,1
453,前夫哥辛苦了 ,1
454,【还未开放的幸福就在你的左右】,1
455,【月下美酒饮一口敲锣打鼓都不够】,1
457,【所以说不管下雨又刮风过了春夏又秋冬】,1
458,【只要相信我的爱就在整个宇宙】,1
459,【泥巴路上迎着风再把衣裳抖一抖】,1
461,【不知什么时候人们变得漠不关心】,1
463,【空空的钱袋怎么能收买神的欢心】,1
464,【请一定请一定找一天一次付清】,1
465,【雨天滴滴答答穿过透光的屋顶】,1
468,【眼看破落的这里就快要无人问津】,1
479,【太多沮丧担忧都不必再保留】,1
469,【我依然安心地等着你】,1
470,【还有因为你和我交换彼此深藏的】,1
471,【小秘密】,1
472,【约定只要跌倒再站起】,1
473,就会赢得资格去获取,1
474,改变一切的奇迹,1
475,【所以说跟随在神的背后敲碗拍桌甩衣袖】,1
476,【还未开放的幸福就在每个角落】,1
477,【月下美酒饮一口脱下衣裳挂枝头】,1
478,【所以说不论现在或今后和神明吵闹遨游】,1
394,主播 中文 饺子 饺子 ,1
392,主播是馇,1
265,露露 晚上记得吃点好的~,1
318,「...笨蛋」，,1
306,言葉とか飛び越えちゃって，,1
308,君も変わりました，,1
309,感冒？ 可以稍长一点 唠嗑也行 ,1
310,新しい誰かに會うために，,1
311,少唱一点 ,1
312,大人になりました，,1
313,それだけで良いと思えた，,1
314,怎么一直咳啊，少唱点吧,1
315,「戀をして」，,1
317,「愛にして」，,1
319,バカでいい，,1
304,一直咳嗽。。。,1
320,同传感谢 歌词都整 辛苦了 ,1
321,この先もずっとこのまま，,1
322,戀を再起動する，将恋爱再次启动，,1
323,メーデー僕と判っても，,1
324,もう抱き締めなくて易々んだよ，,1
325,終わんない愛を抱いてたくないの，,1
326,应该是感冒了   换季容易上火 注意身体,1
327,もっとちゃんと不安にしてよ，,1
328,艾露露  艾露露 艾露露,1
329,妄想感傷代償連盟，,1
305,これからもちゃんと続いていく，,1
303,想いの冒険は，,1
331,行き場のある愛のメロディーを，,1
278,你可别被我逮住了,1
266,你也一个人过？,1
267,【给你一拳】有没有这个,1
268,唱歌成为别人的女朋友，有毒吧,1
269,太爷爷是爷爷的爸爸,1
270,七夕不是中元节,1
271,这就来,1
272,福老师我是你的粉丝,1
273,追上就是一拳,1
274,艾福根冲鸭,1
277,想いの冒険を，,1
279,那我追了,1
298,拥有你我便拥有了一切 ,1
280,忘れずに全部言えるかな，,1
281,君から聞きたいよ，,1
282,何回目の僕に出會った，,1
283,这就追上来给266一拳,1
284,僕は変わりました，,1
285,新しい君に出會うために，,1
286,久しぶりだねって，,1
287,言えたならここで泣こっか，,1
294,你的眼里有星辰大海我的眼里藏着你,1
297,戀を再起動する，,1
330,愛を懐いて理想を号んだ，,1
332,今これまでにありがとう，,1
391,哈哈哈哈哈哈,1
379,这是打算长长久久 啊 ,1
366,还有这种好事？,1
369,前夫哥大气！,1
370,十个月,1
371,年费舰长,1
373,一次买了十个月 吧 ,1
374,是个月？,1
375,生了,1
376,老板大气 ,1
377,牛的,1
378,十个月，前夫哥大气,1
380,主播是狸猫吗？,1
363,佬,1
381,老板点歌吧,1
382,你也要b限学中文吗,1
383,完能,1
384,懂了，干脆面→_→,1
385,（似乎是看岔了）,1
386,狸猫艹,1
387,恰饱饱,1
388,十个月舰长和一个月提督哪个厉害,1
389,唠嗑 唠嗑 别唱了 ,1
390,露露是狸猫,1
365,哇哦,1
360,卖鸡蛋喽，卖煤喽，卖鸡蛋喽，卖煤喽,1
333,口胡过去了,1
346,摸摸露露小脑袋( ´･･)ﾉ(._.`),1
335,いつまでも君と，,1
336,「こんな歌あったね」って，,1
337,出會いを数えられるように，,1
338,[跳舞,1
339,萌混过关艾露露！萌混过关艾露露！,1
340,(｢･ω･)｢嘿,1
341,可爱单挑了,1
342,爱露露今天唱歌真是   绝 绝 子！,1
343,原来福根也可以很甜,1
345,露老师，注意保护嗓子啊,1
347,妹妹，开场歌可以免费听，发挥好了吗,1
359,马冬媒？,1
348,很难不担心_(:з」∠)_,1
349,爱露露今天唱歌真是 绝 绝 子！,1
350,噢，是我在烤鸡，福根闻到了啊,1
352,啊这,1
353,和我家一样,1
354,我老家烧炭烤火,1
355,我也要,1
356,啊嗻,1
357,蜂窝煤吧,1
358,蜂窝煤  ,1
923,.,1
